"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_DME_TASKS_BTN_TURNIN","REPORT COMPLETION","REPORT COMPLETION","REPORT COMPLETION","ABSCHLUSS MELDEN","REPORT COMPLETION","REPORT COMPLETION","REPORT COMPLETION","REPORT COMPLETION","REPORT COMPLETION","REPORT COMPLETION","REPORT COMPLETION","REPORT COMPLETION","REPORT COMPLETION","REPORT COMPLETION",
"STR_DME_TASKS_BTN_UNTRACK","UNTRACK","UNTRACK","UNTRACK","NICHT VERFOLGEN","UNTRACK","UNTRACK","UNTRACK","UNTRACK","UNTRACK","UNTRACK","UNTRACK","UNTRACK","UNTRACK","UNTRACK",
"STR_DME_TASKS_CAT_BOSS","BOSS","BOSS","BOSS","BOSS","BOSS","BOSS","BOSS","BOSS","BOSS","BOSS","BOSS","BOSS","BOSS","BOSS",
"STR_DME_TASKS_CAT_DAILY","DAILY","DAILY","DAILY","TÄGLICH","DAILY","DAILY","DAILY","DAILY","DAILY","DAILY","DAILY","DAILY","DAILY","DAILY",
"STR_DME_TASKS_CAT_EXPEDITION","EXPEDITION","EXPEDITION","EXPEDITION","EXPEDITION","EXPEDITION","EXPEDITION","EXPEDITION","EXPEDITION","EXPEDITION","EXPEDITION","EXPEDITION","EXPEDITION","EXPEDITION","EXPEDITION",
"STR_DME_TASKS_CAT_FACTION","FACTION","FACTION","FACTION","FRAKTION","FACTION","FACTION","FACTION","FACTION","FACTION","FACTION","FACTION","FACTION","FACTION","FACTION",
"STR_DME_TASKS_CAT_SIDE","SIDE TASK","SIDE TASK","SIDE TASK","NEBENAUFGABE","SIDE TASK","SIDE TASK","SIDE TASK","SIDE TASK","SIDE TASK","SIDE TASK","SIDE TASK","SIDE TASK","SIDE TASK","SIDE TASK",
"STR_DME_TASKS_CAT_STORY","STORY","STORY","STORY","STORY","STORY","STORY","STORY","STORY","STORY","STORY","STORY","STORY","STORY","STORY",
"STR_DME_TASKS_CAT_WEEKLY","WEEKLY","WEEKLY","WEEKLY","WÖCHENTLICH","WEEKLY","WEEKLY","WEEKLY","WEEKLY","WEEKLY","WEEKLY","WEEKLY","WEEKLY","WEEKLY","WEEKLY",
"STR_DME_TASKS_DLG_CHOICE_BODY","This decision is permanent. It determines your reward and can affect reputation, unlocks and further quest lines.","This decision is permanent. It determines your reward and can affect reputation, unlocks and further quest lines.","This decision is permanent. It determines your reward and can affect reputation, unlocks and further quest lines.","Diese Entscheidung ist dauerhaft. Sie bestimmt deine Belohnung und kann Ruf, Freischaltungen und weitere Questlinien beeinflussen.","This decision is permanent. It determines your reward and can affect reputation, unlocks and further quest lines.","This decision is permanent. It determines your reward and can affect reputation, unlocks and further quest lines.","This decision is permanent. It determines your reward and can affect reputation, unlocks and further quest lines.","This decision is permanent. It determines your reward and can affect reputation, unlocks and further quest lines.","This decision is permanent. It determines your reward and can affect reputation, unlocks and further quest lines.","This decision is permanent. It determines your reward and can affect reputation, unlocks and further quest lines.","This decision is permanent. It determines your reward and can affect reputation, unlocks and further quest lines.","This decision is permanent. It determines your reward and can affect reputation, unlocks and further quest lines.","This decision is permanent. It determines your reward and can affect reputation, unlocks and further quest lines.","This decision is permanent. It determines your reward and can affect reputation, unlocks and further quest lines.",
"STR_DME_TASKS_DLG_CHOICE_TITLE","DECISION","DECISION","DECISION","ENTSCHEIDUNG","DECISION","DECISION","DECISION","DECISION","DECISION","DECISION","DECISION","DECISION","DECISION","DECISION",
"STR_DME_TASKS_DLG_HANDOVER_BODY","Choose the objective for which matching items from your inventory will be permanently handed over:","Choose the objective for which matching items from your inventory will be permanently handed over:","Choose the objective for which matching items from your inventory will be permanently handed over:","Wähle das Ziel, für das passende Gegenstände aus deinem Inventar dauerhaft abgegeben werden sollen:","Choose the objective for which matching items from your inventory will be permanently handed over:","Choose the objective for which matching items from your inventory will be permanently handed over:","Choose the objective for which matching items from your inventory will be permanently handed over:","Choose the objective for which matching items from your inventory will be permanently handed over:","Choose the objective for which matching items from your inventory will be permanently handed over:","Choose the objective for which matching items from your inventory will be permanently handed over:","Choose the objective for which matching items from your inventory will be permanently handed over:","Choose the objective for which matching items from your inventory will be permanently handed over:","Choose the objective for which matching items from your inventory will be permanently handed over:","Choose the objective for which matching items from your inventory will be permanently handed over:",
"STR_DME_TASKS_DLG_HANDOVER_TITLE","HAND OVER ITEMS?","HAND OVER ITEMS?","HAND OVER ITEMS?","ITEMS ABGEBEN?","HAND OVER ITEMS?","HAND OVER ITEMS?","HAND OVER ITEMS?","HAND OVER ITEMS?","HAND OVER ITEMS?","HAND OVER ITEMS?","HAND OVER ITEMS?","HAND OVER ITEMS?","HAND OVER ITEMS?","HAND OVER ITEMS?",
"STR_DME_TASKS_DLG_REPLACE_BODY","This task will be discarded and replaced by a new operational task.<br/>A fee will be charged (amount per server configuration).<br/><br/>Continue?","This task will be discarded and replaced by a new operational task.<br/>A fee will be charged (amount per server configuration).<br/><br/>Continue?","This task will be discarded and replaced by a new operational task.<br/>A fee will be charged (amount per server configuration).<br/><br/>Continue?","Diese Aufgabe wird verworfen und durch eine neue operative Aufgabe ersetzt.<br/>Dafür wird eine Gebühr fällig (Höhe laut Server-Konfiguration).<br/><br/>Fortfahren?","This task will be discarded and replaced by a new operational task.<br/>A fee will be charged (amount per server configuration).<br/><br/>Continue?","This task will be discarded and replaced by a new operational task.<br/>A fee will be charged (amount per server configuration).<br/><br/>Continue?","This task will be discarded and replaced by a new operational task.<br/>A fee will be charged (amount per server configuration).<br/><br/>Continue?","This task will be discarded and replaced by a new operational task.<br/>A fee will be charged (amount per server configuration).<br/><br/>Continue?","This task will be discarded and replaced by a new operational task.<br/>A fee will be charged (amount per server configuration).<br/><br/>Continue?","This task will be discarded and replaced by a new operational task.<br/>A fee will be charged (amount per server configuration).<br/><br/>Continue?","This task will be discarded and replaced by a new operational task.<br/>A fee will be charged (amount per server configuration).<br/><br/>Continue?","This task will be discarded and replaced by a new operational task.<br/>A fee will be charged (amount per server configuration).<br/><br/>Continue?","This task will be discarded and replaced by a new operational task.<br/>A fee will be charged (amount per server configuration).<br/><br/>Continue?","This task will be discarded and replaced by a new operational task.<br/>A fee will be charged (amount per server configuration).<br/><br/>Continue?",
"STR_DME_TASKS_DLG_REPLACE_TITLE","REPLACE OPERATIONAL TASK?","REPLACE OPERATIONAL TASK?","REPLACE OPERATIONAL TASK?","OPERATIVE AUFGABE ERSETZEN?","REPLACE OPERATIONAL TASK?","REPLACE OPERATIONAL TASK?","REPLACE OPERATIONAL TASK?","REPLACE OPERATIONAL TASK?","REPLACE OPERATIONAL TASK?","REPLACE OPERATIONAL TASK?","REPLACE OPERATIONAL TASK?","REPLACE OPERATIONAL TASK?","REPLACE OPERATIONAL TASK?","REPLACE OPERATIONAL TASK?",
"STR_DME_TASKS_FACTION_BANDITS","Bandits","Bandits","Bandits","Banditen","Bandits","Bandits","Bandits","Bandits","Bandits","Bandits","Bandits","Bandits","Bandits","Bandits",
"STR_DME_TASKS_FACTION_EAST","East","East","East","Ost","East","East","East","East","East","East","East","East","East","East",
"STR_DME_TASKS_FACTION_MONSTERS","Monsters","Monsters","Monsters","Monster","Monsters","Monsters","Monsters","Monsters","Monsters","Monsters","Monsters","Monsters","Monsters","Monsters",
"STR_DME_TASKS_FACTION_NEUTRAL","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",
"STR_DME_TASKS_FACTION_TRADE_UNION","Trade Union","Trade Union","Trade Union","Handelsunion","Trade Union","Trade Union","Trade Union","Trade Union","Trade Union","Trade Union","Trade Union","Trade Union","Trade Union","Trade Union",
"STR_DME_TASKS_FACTION_WEST","West","West","West","West","West","West","West","West","West","West","West","West","West","West",
"STR_DME_TASKS_GEN_DAILY_DESC","An operational task from the trader. Complete the objective before it expires.","An operational task from the trader. Complete the objective before it expires.","An operational task from the trader. Complete the objective before it expires.","Ein operativer Auftrag des Händlers. Erfülle das Ziel, bevor es abläuft.","An operational task from the trader. Complete the objective before it expires.","An operational task from the trader. Complete the objective before it expires.","An operational task from the trader. Complete the objective before it expires.","An operational task from the trader. Complete the objective before it expires.","An operational task from the trader. Complete the objective before it expires.","An operational task from the trader. Complete the objective before it expires.","An operational task from the trader. Complete the objective before it expires.","An operational task from the trader. Complete the objective before it expires.","An operational task from the trader. Complete the objective before it expires.","An operational task from the trader. Complete the objective before it expires.",
"STR_DME_TASKS_GEN_DAILY_TITLE","Daily Task","Daily Task","Daily Task","Tagesauftrag","Daily Task","Daily Task","Daily Task","Daily Task","Daily Task","Daily Task","Daily Task","Daily Task","Daily Task","Daily Task",
"STR_DME_TASKS_GEN_WEEKLY_DESC","A weekly contract from the trader. Complete the objective before the week ends.","A weekly contract from the trader. Complete the objective before the week ends.","A weekly contract from the trader. Complete the objective before the week ends.","Ein Wochenauftrag des Händlers. Erfülle das Ziel, bevor die Woche endet.","A weekly contract from the trader. Complete the objective before the week ends.","A weekly contract from the trader. Complete the objective before the week ends.","A weekly contract from the trader. Complete the objective before the week ends.","A weekly contract from the trader. Complete the objective before the week ends.","A weekly contract from the trader. Complete the objective before the week ends.","A weekly contract from the trader. Complete the objective before the week ends.","A weekly contract from the trader. Complete the objective before the week ends.","A weekly contract from the trader. Complete the objective before the week ends.","A weekly contract from the trader. Complete the objective before the week ends.","A weekly contract from the trader. Complete the objective before the week ends.",
"STR_DME_TASKS_GEN_WEEKLY_TITLE","Weekly Task","Weekly Task","Weekly Task","Wochenauftrag","Weekly Task","Weekly Task","Weekly Task","Weekly Task","Weekly Task","Weekly Task","Weekly Task","Weekly Task","Weekly Task","Weekly Task",
"STR_DME_TASKS_HUD_OBJECTIVE","OBJECTIVE","OBJECTIVE","OBJECTIVE","ZIEL","OBJECTIVE","OBJECTIVE","OBJECTIVE","OBJECTIVE","OBJECTIVE","OBJECTIVE","OBJECTIVE","OBJECTIVE","OBJECTIVE","OBJECTIVE",
"STR_DME_TASKS_INPUT_CATEGORY","DME Tasks","DME Tasks","DME Tasks","DME Tasks","DME Tasks","DME Tasks","DME Tasks","DME Tasks","DME Tasks","DME Tasks","DME Tasks","DME Tasks","DME Tasks","DME Tasks",
"STR_DME_TASKS_INPUT_TOGGLE_MENU","Open DME Tasks Menu","Open DME Tasks Menu","Open DME Tasks Menu","DME-Tasks-Menü öffnen","Open DME Tasks Menu","Open DME Tasks Menu","Open DME Tasks Menu","Open DME Tasks Menu","Open DME Tasks Menu","Open DME Tasks Menu","Open DME Tasks Menu","Open DME Tasks Menu","Open DME Tasks Menu","Open DME Tasks Menu",
"STR_DME_TASKS_LOCK_ALREADY_COMPLETED","Already completed","Already completed","Already completed","Bereits abgeschlossen","Already completed","Already completed","Already completed","Already completed","Already completed","Already completed","Already completed","Already completed","Already completed","Already completed",
"STR_DME_TASKS_LOCK_BLOCKED_DECISION","Blocked by a decision you made","Blocked by a decision you made","Blocked by a decision you made","Durch getroffene Entscheidung blockiert","Blocked by a decision you made","Blocked by a decision you made","Blocked by a decision you made","Blocked by a decision you made","Blocked by a decision you made","Blocked by a decision you made","Blocked by a decision you made","Blocked by a decision you made","Blocked by a decision you made","Blocked by a decision you made",
"STR_DME_TASKS_LOCK_BLOCKED_QUESTLINE","Blocked by another quest line","Blocked by another quest line","Blocked by another quest line","Durch andere Questlinie blockiert","Blocked by another quest line","Blocked by another quest line","Blocked by another quest line","Blocked by another quest line","Blocked by another quest line","Blocked by another quest line","Blocked by another quest line","Blocked by another quest line","Blocked by another quest line","Blocked by another quest line",
"STR_DME_TASKS_LOCK_BOSS_PROGRESS","Boss progress missing","Boss progress missing","Boss progress missing","Boss-Fortschritt fehlt","Boss progress missing","Boss progress missing","Boss progress missing","Boss progress missing","Boss progress missing","Boss progress missing","Boss progress missing","Boss progress missing","Boss progress missing","Boss progress missing",
"STR_DME_TASKS_LOCK_COOLDOWN","Cooldown active","Cooldown active","Cooldown active","Cooldown aktiv","Cooldown active","Cooldown active","Cooldown active","Cooldown active","Cooldown active","Cooldown active","Cooldown active","Cooldown active","Cooldown active","Cooldown active",
"STR_DME_TASKS_LOCK_DECISION_MISSING","Required decision missing","Required decision missing","Required decision missing","Erforderliche Entscheidung fehlt","Required decision missing","Required decision missing","Required decision missing","Required decision missing","Required decision missing","Required decision missing","Required decision missing","Required decision missing","Required decision missing","Required decision missing",
"STR_DME_TASKS_LOCK_ITEM_MISSING","Required item missing","Required item missing","Required item missing","Benötigter Gegenstand fehlt","Required item missing","Required item missing","Required item missing","Required item missing","Required item missing","Required item missing","Required item missing","Required item missing","Required item missing","Required item missing",
"STR_DME_TASKS_LOCK_LEVEL_REQUIRED","Level %1 required","Level %1 required","Level %1 required","Level %1 benötigt","Level %1 required","Level %1 required","Level %1 required","Level %1 required","Level %1 required","Level %1 required","Level %1 required","Level %1 required","Level %1 required","Level %1 required",
"STR_DME_TASKS_LOCK_NOT_UNLOCKED","Not unlocked yet","Not unlocked yet","Not unlocked yet","Noch nicht freigeschaltet","Not unlocked yet","Not unlocked yet","Not unlocked yet","Not unlocked yet","Not unlocked yet","Not unlocked yet","Not unlocked yet","Not unlocked yet","Not unlocked yet","Not unlocked yet",
"STR_DME_TASKS_LOCK_PREV_QUEST","Previous quest not completed","Previous quest not completed","Previous quest not completed","Vorherige Quest nicht abgeschlossen","Previous quest not completed","Previous quest not completed","Previous quest not completed","Previous quest not completed","Previous quest not completed","Previous quest not completed","Previous quest not completed","Previous quest not completed","Previous quest not completed","Previous quest not completed",
"STR_DME_TASKS_LOCK_REPUTATION_LOW","Not enough reputation with the trader","Not enough reputation with the trader","Not enough reputation with the trader","Zu wenig Ruf beim Händler","Not enough reputation with the trader","Not enough reputation with the trader","Not enough reputation with the trader","Not enough reputation with the trader","Not enough reputation with the trader","Not enough reputation with the trader","Not enough reputation with the trader","Not enough reputation with the trader","Not enough reputation with the trader","Not enough reputation with the trader",
"STR_DME_TASKS_LOCK_SEASON_LEVEL","Season level too low","Season level too low","Season level too low","Season-Level zu niedrig","Season level too low","Season level too low","Season level too low","Season level too low","Season level too low","Season level too low","Season level too low","Season level too low","Season level too low","Season level too low",
"STR_DME_TASKS_LOCK_SKILL","Skill requirement not met","Skill requirement not met","Skill requirement not met","Skill-Anforderung nicht erfüllt","Skill requirement not met","Skill requirement not met","Skill requirement not met","Skill requirement not met","Skill requirement not met","Skill requirement not met","Skill requirement not met","Skill requirement not met","Skill requirement not met","Skill requirement not met",
"STR_DME_TASKS_LOCK_STATE_NOT_LOADED","Player data not loaded","Player data not loaded","Player data not loaded","Spielerdaten nicht geladen","Player data not loaded","Player data not loaded","Player data not loaded","Player data not loaded","Player data not loaded","Player data not loaded","Player data not loaded","Player data not loaded","Player data not loaded","Player data not loaded",
"STR_DME_TASKS_LOCK_TIME_WINDOW","Only available at certain times of day","Only available at certain times of day","Only available at certain times of day","Nur zu bestimmter Tageszeit verfügbar","Only available at certain times of day","Only available at certain times of day","Only available at certain times of day","Only available at certain times of day","Only available at certain times of day","Only available at certain times of day","Only available at certain times of day","Only available at certain times of day","Only available at certain times of day","Only available at certain times of day",
"STR_DME_TASKS_LOCK_TRADER_LEVEL_REQUIRED","Trader level %1 required","Trader level %1 required","Trader level %1 required","Händler-Stufe %1 benötigt","Trader level %1 required","Trader level %1 required","Trader level %1 required","Trader level %1 required","Trader level %1 required","Trader level %1 required","Trader level %1 required","Trader level %1 required","Trader level %1 required","Trader level %1 required",
"STR_DME_TASKS_LOCK_WRONG_FACTION","Wrong faction","Wrong faction","Wrong faction","Falsche Fraktion","Wrong faction","Wrong faction","Wrong faction","Wrong faction","Wrong faction","Wrong faction","Wrong faction","Wrong faction","Wrong faction","Wrong faction",
"STR_DME_TASKS_MENU_CATEGORY_PREFIX","CATEGORY: %1","CATEGORY: %1","CATEGORY: %1","KATEGORIE: %1","CATEGORY: %1","CATEGORY: %1","CATEGORY: %1","CATEGORY: %1","CATEGORY: %1","CATEGORY: %1","CATEGORY: %1","CATEGORY: %1","CATEGORY: %1","CATEGORY: %1",
"STR_DME_TASKS_MENU_CHECK_DONE","[X]","[X]","[X]","[X]","[X]","[X]","[X]","[X]","[X]","[X]","[X]","[X]","[X]","[X]",
"STR_DME_TASKS_MENU_CHECK_OPEN","[ ]","[ ]","[ ]","[ ]","[ ]","[ ]","[ ]","[ ]","[ ]","[ ]","[ ]","[ ]","[ ]","[ ]",
"STR_DME_TASKS_MENU_FILTER","FILTER","FILTER","FILTER","FILTER","FILTER","FILTER","FILTER","FILTER","FILTER","FILTER","FILTER","FILTER","FILTER","FILTER",
"STR_DME_TASKS_MENU_FILTER_ALL","ALL","ALL","ALL","ALLE","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL",
"STR_DME_TASKS_MENU_FILTER_SIDE","SIDE","SIDE","SIDE","NEBEN","SIDE","SIDE","SIDE","SIDE","SIDE","SIDE","SIDE","SIDE","SIDE","SIDE",
"STR_DME_TASKS_MENU_HDR_LOYALTY","LOYALTY LEVEL","LOYALTY LEVEL","LOYALTY LEVEL","LOYALITÄTSSTUFE","LOYALTY LEVEL","LOYALTY LEVEL","LOYALTY LEVEL","LOYALTY LEVEL","LOYALTY LEVEL","LOYALTY LEVEL","LOYALTY LEVEL","LOYALTY LEVEL","LOYALTY LEVEL","LOYALTY LEVEL",
"STR_DME_TASKS_MENU_HDR_REPUTATION","REPUTATION","REPUTATION","REPUTATION","REPUTATION","REPUTATION","REPUTATION","REPUTATION","REPUTATION","REPUTATION","REPUTATION","REPUTATION","REPUTATION","REPUTATION","REPUTATION",
"STR_DME_TASKS_MENU_HDR_TURNOVER","TURNOVER","TURNOVER","TURNOVER","UMSATZ","TURNOVER","TURNOVER","TURNOVER","TURNOVER","TURNOVER","TURNOVER","TURNOVER","TURNOVER","TURNOVER","TURNOVER",
"STR_DME_TASKS_MENU_LOCKED_REASON","LOCKED: %1","LOCKED: %1","LOCKED: %1","GESPERRT: %1","LOCKED: %1","LOCKED: %1","LOCKED: %1","LOCKED: %1","LOCKED: %1","LOCKED: %1","LOCKED: %1","LOCKED: %1","LOCKED: %1","LOCKED: %1",
"STR_DME_TASKS_MENU_MORE_OBJECTIVES","... and %1 more objectives","... and %1 more objectives","... and %1 more objectives","... und %1 weitere Ziele","... and %1 more objectives","... and %1 more objectives","... and %1 more objectives","... and %1 more objectives","... and %1 more objectives","... and %1 more objectives","... and %1 more objectives","... and %1 more objectives","... and %1 more objectives","... and %1 more objectives",
"STR_DME_TASKS_MENU_NONE","NONE","NONE","NONE","KEINE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",
"STR_DME_TASKS_MENU_NO_TRADER","NO TRADER","NO TRADER","NO TRADER","KEIN HÄNDLER","NO TRADER","NO TRADER","NO TRADER","NO TRADER","NO TRADER","NO TRADER","NO TRADER","NO TRADER","NO TRADER","NO TRADER",
"STR_DME_TASKS_MENU_OBJECTIVES_SHORT","%1/%2 OBJECTIVES","%1/%2 OBJECTIVES","%1/%2 OBJECTIVES","%1/%2 ZIELE","%1/%2 OBJECTIVES","%1/%2 OBJECTIVES","%1/%2 OBJECTIVES","%1/%2 OBJECTIVES","%1/%2 OBJECTIVES","%1/%2 OBJECTIVES","%1/%2 OBJECTIVES","%1/%2 OBJECTIVES","%1/%2 OBJECTIVES","%1/%2 OBJECTIVES",
"STR_DME_TASKS_MENU_OBJ_BOSS","Kill the boss","Kill the boss","Kill the boss","Töte den Boss","Kill the boss","Kill the boss","Kill the boss","Kill the boss","Kill the boss","Kill the boss","Kill the boss","Kill the boss","Kill the boss","Kill the boss",
"STR_DME_TASKS_MENU_OBJ_BOSS_NAMED","Kill the boss %1","Kill the boss %1","Kill the boss %1","Töte den Boss %1","Kill the boss %1","Kill the boss %1","Kill the boss %1","Kill the boss %1","Kill the boss %1","Kill the boss %1","Kill the boss %1","Kill the boss %1","Kill the boss %1","Kill the boss %1",
"STR_DME_TASKS_MENU_OBJ_COLLECT","Collect %1 x %2","Collect %1 x %2","Collect %1 x %2","Sammle %1 x %2","Collect %1 x %2","Collect %1 x %2","Collect %1 x %2","Collect %1 x %2","Collect %1 x %2","Collect %1 x %2","Collect %1 x %2","Collect %1 x %2","Collect %1 x %2","Collect %1 x %2",
"STR_DME_TASKS_MENU_OBJ_CRAFT","Craft %1 x %2","Craft %1 x %2","Craft %1 x %2","Stelle %1 x %2 her","Craft %1 x %2","Craft %1 x %2","Craft %1 x %2","Craft %1 x %2","Craft %1 x %2","Craft %1 x %2","Craft %1 x %2","Craft %1 x %2","Craft %1 x %2","Craft %1 x %2",
"STR_DME_TASKS_MENU_OBJ_DEFEND","Defend the area","Defend the area","Defend the area","Verteidige das Gebiet","Defend the area","Defend the area","Defend the area","Defend the area","Defend the area","Defend the area","Defend the area","Defend the area","Defend the area","Defend the area",
"STR_DME_TASKS_MENU_OBJ_DEFEND_ZONE","Defend %1","Defend %1","Defend %1","Verteidige %1","Defend %1","Defend %1","Defend %1","Defend %1","Defend %1","Defend %1","Defend %1","Defend %1","Defend %1","Defend %1",
"STR_DME_TASKS_MENU_OBJ_DELIVER","Deliver %1 x %2","Deliver %1 x %2","Deliver %1 x %2","Liefere %1 x %2","Deliver %1 x %2","Deliver %1 x %2","Deliver %1 x %2","Deliver %1 x %2","Deliver %1 x %2","Deliver %1 x %2","Deliver %1 x %2","Deliver %1 x %2","Deliver %1 x %2","Deliver %1 x %2",
"STR_DME_TASKS_MENU_OBJ_DISCOVER","Discover the target location","Discover the target location","Discover the target location","Entdecke den Zielort","Discover the target location","Discover the target location","Discover the target location","Discover the target location","Discover the target location","Discover the target location","Discover the target location","Discover the target location","Discover the target location","Discover the target location",
"STR_DME_TASKS_MENU_OBJ_DISCOVER_ZONE","Discover %1","Discover %1","Discover %1","Entdecke %1","Discover %1","Discover %1","Discover %1","Discover %1","Discover %1","Discover %1","Discover %1","Discover %1","Discover %1","Discover %1",
"STR_DME_TASKS_MENU_OBJ_ESCORT","Escort the target","Escort the target","Escort the target","Eskortiere das Ziel","Escort the target","Escort the target","Escort the target","Escort the target","Escort the target","Escort the target","Escort the target","Escort the target","Escort the target","Escort the target",
"STR_DME_TASKS_MENU_OBJ_EXTRACT","Extract from the operation area","Extract from the operation area","Extract from the operation area","Extrahiere aus dem Einsatzgebiet","Extract from the operation area","Extract from the operation area","Extract from the operation area","Extract from the operation area","Extract from the operation area","Extract from the operation area","Extract from the operation area","Extract from the operation area","Extract from the operation area","Extract from the operation area",
"STR_DME_TASKS_MENU_OBJ_EXTRACT_HOLD"," (%1 in the zone)"," (%1 in the zone)"," (%1 in the zone)"," (%1 im Punkt)"," (%1 in the zone)"," (%1 in the zone)"," (%1 in the zone)"," (%1 in the zone)"," (%1 in the zone)"," (%1 in the zone)"," (%1 in the zone)"," (%1 in the zone)"," (%1 in the zone)"," (%1 in the zone)",
"STR_DME_TASKS_MENU_OBJ_EXTRACT_ZONE","Extract via %1","Extract via %1","Extract via %1","Extrahiere über %1","Extract via %1","Extract via %1","Extract via %1","Extract via %1","Extract via %1","Extract via %1","Extract via %1","Extract via %1","Extract via %1","Extract via %1",
"STR_DME_TASKS_MENU_OBJ_GROUP","Complete the group objective","Complete the group objective","Complete the group objective","Erfülle das Gruppenziel","Complete the group objective","Complete the group objective","Complete the group objective","Complete the group objective","Complete the group objective","Complete the group objective","Complete the group objective","Complete the group objective","Complete the group objective","Complete the group objective",
"STR_DME_TASKS_MENU_OBJ_HANDOVER","Hand over %1 x %2","Hand over %1 x %2","Hand over %1 x %2","Übergib %1 x %2","Hand over %1 x %2","Hand over %1 x %2","Hand over %1 x %2","Hand over %1 x %2","Hand over %1 x %2","Hand over %1 x %2","Hand over %1 x %2","Hand over %1 x %2","Hand over %1 x %2","Hand over %1 x %2",
"STR_DME_TASKS_MENU_OBJ_INTERACT","Interact with %1","Interact with %1","Interact with %1","Interagiere mit %1","Interact with %1","Interact with %1","Interact with %1","Interact with %1","Interact with %1","Interact with %1","Interact with %1","Interact with %1","Interact with %1","Interact with %1",
"STR_DME_TASKS_MENU_OBJ_KILL","Kill %1 x %2","Kill %1 x %2","Kill %1 x %2","Töte %1 x %2","Kill %1 x %2","Kill %1 x %2","Kill %1 x %2","Kill %1 x %2","Kill %1 x %2","Kill %1 x %2","Kill %1 x %2","Kill %1 x %2","Kill %1 x %2","Kill %1 x %2",
